Thư mục,Phương pháp,Ngôn ngữ mục tiêu,Giọng nói,Trạng thái,Tổng hợp,Gốc,timestamp
videos,EdgeTTS,Tiếng Việt,vi-VN-HoaiMyNeural,Generated all wavs under videos,,,2026-03-29 16:37:11.523808
