Thư mục đầu ra video,URL Video,Số lượng video tải xuống,Độ phân giải,Mô hình,Thiết bị tính toán,Số lần dịch chuyển (Number of shifts),Chọn mô hình ASR,Kích thước mô hình WhisperX,Batch Size,Tách nhiều người nói,Số người nói tối thiểu,Số người nói tối đa,Phương thức dịch,Ngôn ngữ mục tiêu,Phương pháp tạo giọng nói AI,Ngôn ngữ mục tiêu,Chọn giọng nói EdgeTTS,Thêm phụ đề,Tốc độ tăng tốc,Tốc độ khung hình (FPS),Nhạc nền,Âm lượng nhạc nền,Âm lượng video,Độ phân giải,Số luồng tối đa (Max Workers),Số lần thử lại tối đa (Max Retries),Trạng thái tổng hợp,Kết quả video tổng hợp mẫu,timestamp
videos,https://www.bilibili.com/video/BV1uRwze4ER6/?share_source=copy_web,5,1080p,htdemucs_ft,auto,5,WhisperX,large,32,true,,,LLM,Tiếng Việt,EdgeTTS,Tiếng Việt,vi-VN-HoaiMyNeural,true,1,30,,0.5,1,1080p,1,3,"成功: 2
失败: 0",,2026-03-29 15:52:23.972081
