Thư mục video,Mô hình,Thiết bị tính toán,Hiển thị thanh tiến trình,Số lần dịch chuyển (Number of shifts),Trạng thái kết quả tách,Âm thanh giọng nói,Âm thanh nhạc nền (Accompaniment),timestamp
videos,htdemucs_ft,auto,true,5,,,,2026-03-29 15:56:41.655671
